message,level,source,method,time
Buy Price  0.00409454,INFO,com.nubits.nubot.tasks.PriceMonitorTriggerTask,computeNewPrices,Feb_15_17_13_53
Strategy received a price change notification.,WARNING,com.nubits.nubot.tasks.StrategySecondaryPegTask,notifyPriceChanged,Feb_15_17_13_53
Sun Feb 15 17:13:53 UTC 2015 coinbase btc 243.13 USD 0.00413156 0.00409454 { feed : coinbase - price : 243.13}  { feed : bitcoinaverage - price : 243.68}  { feed : blockchain - price : 244.8}  { feed : btce - price : 240.0}  
,WARNING,com.nubits.nubot.tasks.PriceMonitorTriggerTask,computeNewPrices,Feb_15_17_13_53
sending Liquidity Info :
3341.1582215199996
13408.44197144
{"submitted":true},INFO,com.nubits.nubot.tasks.SendLiquidityinfoTask,sendLiquidityInfo,Feb_15_17_14_36
Walls needs to be shifted,INFO,com.nubits.nubot.tasks.PriceMonitorTriggerTask,verifyPegPrices,Feb_15_17_14_54
 Sell Price 0.00411817
Buy Price  0.00408128,INFO,com.nubits.nubot.tasks.PriceMonitorTriggerTask,computeNewPrices,Feb_15_17_14_54
Strategy received a price change notification.,WARNING,com.nubits.nubot.tasks.StrategySecondaryPegTask,notifyPriceChanged,Feb_15_17_14_54
Sun Feb 15 17:14:54 UTC 2015 coinbase btc 243.92 USD 0.00411817 0.00408128 { feed : coinbase - price : 243.92}  { feed : bitcoinaverage - price : 243.56}  { feed : blockchain - price : 243.72}  { feed : btce - price : 240.94}  
,WARNING,com.nubits.nubot.tasks.PriceMonitorTriggerTask,computeNewPrices,Feb_15_17_14_54
sending Liquidity Info :
3341.1582215199996
13408.44197144
{"submitted":true},INFO,com.nubits.nubot.tasks.SendLiquidityinfoTask,sendLiquidityInfo,Feb_15_17_17_37
Walls needs to be shifted,INFO,com.nubits.nubot.tasks.PriceMonitorTriggerTask,verifyPegPrices,Feb_15_17_18_58
 Sell Price 0.00411244
Buy Price  0.0040756,INFO,com.nubits.nubot.tasks.PriceMonitorTriggerTask,computeNewPrices,Feb_15_17_18_58
Strategy received a price change notification.,WARNING,com.nubits.nubot.tasks.StrategySecondaryPegTask,notifyPriceChanged,Feb_15_17_18_58
Sun Feb 15 17:18:58 UTC 2015 coinbase btc 244.26 USD 0.00411244 0.0040756 { feed : coinbase - price : 244.26}  { feed : bitcoinaverage - price : 243.83}  { feed : blockchain - price : 243.72}  { feed : btce - price : 240.113}  
,WARNING,com.nubits.nubot.tasks.PriceMonitorTriggerTask,computeNewPrices,Feb_15_17_18_58
sending Liquidity Info :
3341.1582215199996
13408.44197144
{"submitted":true},INFO,com.nubits.nubot.tasks.SendLiquidityinfoTask,sendLiquidityInfo,Feb_15_17_20_39
sending Liquidity Info :
3341.1582215199996
13408.44197144
{"submitted":true},INFO,com.nubits.nubot.tasks.SendLiquidityinfoTask,sendLiquidityInfo,Feb_15_17_24_27
Walls needs to be shifted,INFO,com.nubits.nubot.tasks.PriceMonitorTriggerTask,verifyPegPrices,Feb_15_17_26_05
 Sell Price 0.00410371
Buy Price  0.00406694,INFO,com.nubits.nubot.tasks.PriceMonitorTriggerTask,computeNewPrices,Feb_15_17_26_05
Strategy received a price change notification.,WARNING,com.nubits.nubot.tasks.StrategySecondaryPegTask,notifyPriceChanged,Feb_15_17_26_05
Sun Feb 15 17:26:05 UTC 2015 coinbase btc 244.78 USD 0.00410371 0.00406694 { feed : coinbase - price : 244.78}  { feed : bitcoinaverage - price : 244.5}  { feed : blockchain - price : 243.99}  { feed : btce - price : 240.538}  
,WARNING,com.nubits.nubot.tasks.PriceMonitorTriggerTask,computeNewPrices,Feb_15_17_26_05
Post Data: nonce=1424021199129&command=returnOpenOrders&currencyPair=BTC_NBT,SEVERE,com.nubits.nubot.trading.wrappers.PoloniexWrapper$PoloniexService,executeQuery,Feb_15_17_27_41
Unexpected character (<) at position 0.,SEVERE,com.nubits.nubot.trading.wrappers.PoloniexWrapper$PoloniexService,executeQuery,Feb_15_17_27_41
ApiError [getCode 4 getDescription Null Return],SEVERE,com.nubits.nubot.tasks.SendLiquidityinfoTask,checkOrders,Feb_15_17_27_41
sending Liquidity Info :
3341.1582215199996
13408.44197144
{"submitted":true},INFO,com.nubits.nubot.tasks.SendLiquidityinfoTask,sendLiquidityInfo,Feb_15_17_29_42
Walls needs to be shifted,INFO,com.nubits.nubot.tasks.PriceMonitorTriggerTask,verifyPegPrices,Feb_15_17_31_10
 Sell Price 0.00409801
Buy Price  0.0040613,INFO,com.nubits.nubot.tasks.PriceMonitorTriggerTask,computeNewPrices,Feb_15_17_31_10
Strategy received a price change notification.,WARNING,com.nubits.nubot.tasks.StrategySecondaryPegTask,notifyPriceChanged,Feb_15_17_31_10
Sun Feb 15 17:31:10 UTC 2015 coinbase btc 245.12 USD 0.00409801 0.0040613 { feed : coinbase - price : 245.12}  { feed : bitcoinaverage - price : 244.73}  { feed : blockchain - price : 244.39}  { feed : btce - price : 240.887}  
,WARNING,com.nubits.nubot.tasks.PriceMonitorTriggerTask,computeNewPrices,Feb_15_17_31_10
Walls needs to be shifted,INFO,com.nubits.nubot.tasks.PriceMonitorTriggerTask,verifyPegPrices,Feb_15_17_32_11
 Sell Price 0.00409184
Buy Price  0.00405518,INFO,com.nubits.nubot.tasks.PriceMonitorTriggerTask,computeNewPrices,Feb_15_17_32_11
Strategy received a price change notification.,WARNING,com.nubits.nubot.tasks.StrategySecondaryPegTask,notifyPriceChanged,Feb_15_17_32_11
Sun Feb 15 17:32:11 UTC 2015 coinbase btc 245.49 USD 0.00409184 0.00405518 { feed : coinbase - price : 245.49}  { feed : bitcoinaverage - price : 244.8}  { feed : blockchain - price : 244.39}  { feed : btce - price : 240.887}  
,WARNING,com.nubits.nubot.tasks.PriceMonitorTriggerTask,computeNewPrices,Feb_15_17_32_11
sending Liquidity Info :
3341.1582215199996
13408.44197144
{"submitted":true},INFO,com.nubits.nubot.tasks.SendLiquidityinfoTask,sendLiquidityInfo,Feb_15_17_32_42
Walls needs to be shifted,INFO,com.nubits.nubot.tasks.PriceMonitorTriggerTask,verifyPegPrices,Feb_15_17_34_13
 Sell Price 0.00406962
Buy Price  0.00403316,INFO,com.nubits.nubot.tasks.PriceMonitorTriggerTask,computeNewPrices,Feb_15_17_34_13
Strategy received a price change notification.,WARNING,com.nubits.nubot.tasks.StrategySecondaryPegTask,notifyPriceChanged,Feb_15_17_34_13
Sun Feb 15 17:34:13 UTC 2015 coinbase btc 246.83 USD 0.00406962 0.00403316 { feed : coinbase - price : 246.83}  { feed : bitcoinaverage - price : 244.81}  { feed : blockchain - price : 245.23}  { feed : btce - price : 241.9}  
,WARNING,com.nubits.nubot.tasks.PriceMonitorTriggerTask,computeNewPrices,Feb_15_17_34_13
sending Liquidity Info :
3341.1582215199996
13408.44197144
{"submitted":true},INFO,com.nubits.nubot.tasks.SendLiquidityinfoTask,sendLiquidityInfo,Feb_15_17_35_43
Walls needs to be shifted,INFO,com.nubits.nubot.tasks.PriceMonitorTriggerTask,verifyPegPrices,Feb_15_17_36_15
 Sell Price 0.00407557
Buy Price  0.00403905,INFO,com.nubits.nubot.tasks.PriceMonitorTriggerTask,computeNewPrices,Feb_15_17_36_15
Strategy received a price change notification.,WARNING,com.nubits.nubot.tasks.StrategySecondaryPegTask,notifyPriceChanged,Feb_15_17_36_15
Sun Feb 15 17:36:15 UTC 2015 coinbase btc 246.47 USD 0.00407557 0.00403905 { feed : coinbase - price : 246.47}  { feed : bitcoinaverage - price : 246.09}  { feed : blockchain - price : 245.23}  { feed : btce - price : 241.932}  
,WARNING,com.nubits.nubot.tasks.PriceMonitorTriggerTask,computeNewPrices,Feb_15_17_36_15
Walls needs to be shifted,INFO,com.nubits.nubot.tasks.PriceMonitorTriggerTask,verifyPegPrices,Feb_15_17_38_17
 Sell Price 0.00406995
Buy Price  0.00403349,INFO,com.nubits.nubot.tasks.PriceMonitorTriggerTask,computeNewPrices,Feb_15_17_38_17
Strategy received a price change notification.,WARNING,com.nubits.nubot.tasks.StrategySecondaryPegTask,notifyPriceChanged,Feb_15_17_38_17
Sun Feb 15 17:38:17 UTC 2015 coinbase btc 246.81 USD 0.00406995 0.00403349 { feed : coinbase - price : 246.81}  { feed : bitcoinaverage - price : 245.8}  { feed : blockchain - price : 245.0}  { feed : btce - price : 243.0}  
,WARNING,com.nubits.nubot.tasks.PriceMonitorTriggerTask,computeNewPrices,Feb_15_17_38_17
sending Liquidity Info :
3341.1582215199996
13408.44197144
{"submitted":true},INFO,com.nubits.nubot.tasks.SendLiquidityinfoTask,sendLiquidityInfo,Feb_15_17_38_44
Walls needs to be shifted,INFO,com.nubits.nubot.tasks.PriceMonitorTriggerTask,verifyPegPrices,Feb_15_17_40_20
 Sell Price 0.00408452
Buy Price  0.00404792,INFO,com.nubits.nubot.tasks.PriceMonitorTriggerTask,computeNewPrices,Feb_15_17_40_20
Strategy received a price change notification.,WARNING,com.nubits.nubot.tasks.StrategySecondaryPegTask,notifyPriceChanged,Feb_15_17_40_20
Sun Feb 15 17:40:20 UTC 2015 coinbase btc 245.93 USD 0.00408452 0.00404792 { feed : coinbase - price : 245.93}  { feed : bitcoinaverage - price : 246.12}  { feed : blockchain - price : 246.22}  { feed : btce - price : 242.998}  
,WARNING,com.nubits.nubot.tasks.PriceMonitorTriggerTask,computeNewPrices,Feb_15_17_40_20
Walls needs to be shifted,INFO,com.nubits.nubot.tasks.PriceMonitorTriggerTask,verifyPegPrices,Feb_15_17_41_22
 Sell Price 0.00407623
Buy Price  0.00403971,INFO,com.nubits.nubot.tasks.PriceMonitorTriggerTask,computeNewPrices,Feb_15_17_41_22
Strategy received a price change notification.,WARNING,com.nubits.nubot.tasks.StrategySecondaryPegTask,notifyPriceChanged,Feb_15_17_41_22
Sun Feb 15 17:41:22 UTC 2015 coinbase btc 246.43 USD 0.00407623 0.00403971 { feed : coinbase - price : 246.43}  { feed : bitcoinaverage - price : 246.09}  { feed : blockchain - price : 246.22}  { feed : btce - price : 242.918}  
,WARNING,com.nubits.nubot.tasks.PriceMonitorTriggerTask,computeNewPrices,Feb_15_17_41_22
sending Liquidity Info :
3341.1582215199996
13408.44197144
{"submitted":true},INFO,com.nubits.nubot.tasks.SendLiquidityinfoTask,sendLiquidityInfo,Feb_15_17_41_48
Walls needs to be shifted,INFO,com.nubits.nubot.tasks.PriceMonitorTriggerTask,verifyPegPrices,Feb_15_17_42_21
 Sell Price 0.00408551
Buy Price  0.00404891,INFO,com.nubits.nubot.tasks.PriceMonitorTriggerTask,computeNewPrices,Feb_15_17_42_21
Strategy received a price change notification.,WARNING,com.nubits.nubot.tasks.StrategySecondaryPegTask,notifyPriceChanged,Feb_15_17_42_21
Sun Feb 15 17:42:21 UTC 2015 coinbase btc 245.87 USD 0.00408551 0.00404891 { feed : coinbase - price : 245.87}  { feed : bitcoinaverage - price : 245.8}  { feed : blockchain - price : 246.22}  { feed : btce - price : 242.399}  
,WARNING,com.nubits.nubot.tasks.PriceMonitorTriggerTask,computeNewPrices,Feb_15_17_42_21
Walls needs to be shifted,INFO,com.nubits.nubot.tasks.PriceMonitorTriggerTask,verifyPegPrices,Feb_15_17_44_23
 Sell Price 0.00409234
Buy Price  0.00405567,INFO,com.nubits.nubot.tasks.PriceMonitorTriggerTask,computeNewPrices,Feb_15_17_44_23
Strategy received a price change notification.,WARNING,com.nubits.nubot.tasks.StrategySecondaryPegTask,notifyPriceChanged,Feb_15_17_44_23
Sun Feb 15 17:44:23 UTC 2015 coinbase btc 245.46 USD 0.00409234 0.00405567 { feed : coinbase - price : 245.46}  { feed : bitcoinaverage - price : 244.96}  { feed : blockchain - price : 246.1}  { feed : btce - price : 240.95}  
,WARNING,com.nubits.nubot.tasks.PriceMonitorTriggerTask,computeNewPrices,Feb_15_17_44_23
sending Liquidity Info :
3341.1582215199996
13408.44197144
{"submitted":true},INFO,com.nubits.nubot.tasks.SendLiquidityinfoTask,sendLiquidityInfo,Feb_15_17_44_46
Walls needs to be shifted,INFO,com.nubits.nubot.tasks.PriceMonitorTriggerTask,verifyPegPrices,Feb_15_17_45_24
 Sell Price 0.00409751
Buy Price  0.0040608,INFO,com.nubits.nubot.tasks.PriceMonitorTriggerTask,computeNewPrices,Feb_15_17_45_24
Strategy received a price change notification.,WARNING,com.nubits.nubot.tasks.StrategySecondaryPegTask,notifyPriceChanged,Feb_15_17_45_24
Sun Feb 15 17:45:24 UTC 2015 coinbase btc 245.15 USD 0.00409751 0.0040608 { feed : coinbase - price : 245.15}  { feed : bitcoinaverage - price : 244.92}  { feed : blockchain - price : 244.0}  { feed : btce - price : 240.678}  
,WARNING,com.nubits.nubot.tasks.PriceMonitorTriggerTask,computeNewPrices,Feb_15_17_45_24
Walls needs to be shifted,INFO,com.nubits.nubot.tasks.PriceMonitorTriggerTask,verifyPegPrices,Feb_15_17_47_26
 Sell Price 0.00411379
Buy Price  0.00407693,INFO,com.nubits.nubot.tasks.PriceMonitorTriggerTask,computeNewPrices,Feb_15_17_47_26
Strategy received a price change notification.,WARNING,com.nubits.nubot.tasks.StrategySecondaryPegTask,notifyPriceChanged,Feb_15_17_47_26
Sun Feb 15 17:47:26 UTC 2015 coinbase btc 244.18 USD 0.00411379 0.00407693 { feed : coinbase - price : 244.18}  { feed : bitcoinaverage - price : 244.33}  { feed : blockchain - price : 244.0}  { feed : btce - price : 241.497}  
,WARNING,com.nubits.nubot.tasks.PriceMonitorTriggerTask,computeNewPrices,Feb_15_17_47_26
sending Liquidity Info :
3341.1582215199996
13408.44197144
{"submitted":true},INFO,com.nubits.nubot.tasks.SendLiquidityinfoTask,sendLiquidityInfo,Feb_15_17_47_49
sending Liquidity Info :
3341.1582215199996
13408.44197144
{"submitted":true},INFO,com.nubits.nubot.tasks.SendLiquidityinfoTask,sendLiquidityInfo,Feb_15_17_50_48
Walls needs to be shifted,INFO,com.nubits.nubot.tasks.PriceMonitorTriggerTask,verifyPegPrices,Feb_15_17_51_30
 Sell Price 0.00410488
Buy Price  0.0040681,INFO,com.nubits.nubot.tasks.PriceMonitorTriggerTask,computeNewPrices,Feb_15_17_51_30
Strategy received a price change notification.,WARNING,com.nubits.nubot.tasks.StrategySecondaryPegTask,notifyPriceChanged,Feb_15_17_51_30
Sun Feb 15 17:51:30 UTC 2015 coinbase btc 244.71 USD 0.00410488 0.0040681 { feed : coinbase - price : 244.71}  { feed : bitcoinaverage - price : 244.13}  { feed : blockchain - price : 244.0}  { feed : btce - price : 240.303}  
,WARNING,com.nubits.nubot.tasks.PriceMonitorTriggerTask,computeNewPrices,Feb_15_17_51_30
sending Liquidity Info :
3341.1582215199996
13408.44197144
{"submitted":true},INFO,com.nubits.nubot.tasks.SendLiquidityinfoTask,sendLiquidityInfo,Feb_15_17_53_51
Walls needs to be shifted,INFO,com.nubits.nubot.tasks.PriceMonitorTriggerTask,verifyPegPrices,Feb_15_17_54_33
 Sell Price 0.00411547
Buy Price  0.0040786,INFO,com.nubits.nubot.tasks.PriceMonitorTriggerTask,computeNewPrices,Feb_15_17_54_33
Strategy received a price change notification.,WARNING,com.nubits.nubot.tasks.StrategySecondaryPegTask,notifyPriceChanged,Feb_15_17_54_33
Sun Feb 15 17:54:33 UTC 2015 coinbase btc 244.08 USD 0.00411547 0.0040786 { feed : coinbase - price : 244.08}  { feed : bitcoinaverage - price : 244.27}  { feed : blockchain - price : 244.0}  { feed : btce - price : 241.0}  
,WARNING,com.nubits.nubot.tasks.PriceMonitorTriggerTask,computeNewPrices,Feb_15_17_54_33
sending Liquidity Info :
3341.1582215199996
13408.44197144
{"submitted":true},INFO,com.nubits.nubot.tasks.SendLiquidityinfoTask,sendLiquidityInfo,Feb_15_17_56_50
Walls needs to be shifted,INFO,com.nubits.nubot.tasks.PriceMonitorTriggerTask,verifyPegPrices,Feb_15_17_57_36
 Sell Price 0.00410471
Buy Price  0.00406793,INFO,com.nubits.nubot.tasks.PriceMonitorTriggerTask,computeNewPrices,Feb_15_17_57_36
Strategy received a price change notification.,WARNING,com.nubits.nubot.tasks.StrategySecondaryPegTask,notifyPriceChanged,Feb_15_17_57_36
Sun Feb 15 17:57:36 UTC 2015 coinbase btc 244.72 USD 0.00410471 0.00406793 { feed : coinbase - price : 244.72}  { feed : bitcoinaverage - price : 244.37}  { feed : blockchain - price : 243.48}  { feed : btce - price : 241.0}  
,WARNING,com.nubits.nubot.tasks.PriceMonitorTriggerTask,computeNewPrices,Feb_15_17_57_36
sending Liquidity Info :
3341.1582215199996
13408.44197144
{"submitted":true},INFO,com.nubits.nubot.tasks.SendLiquidityinfoTask,sendLiquidityInfo,Feb_15_17_59_53
sending Liquidity Info :
3341.1582215199996
13408.44197144
{"submitted":true},INFO,com.nubits.nubot.tasks.SendLiquidityinfoTask,sendLiquidityInfo,Feb_15_18_02_53
Walls needs to be shifted,INFO,com.nubits.nubot.tasks.PriceMonitorTriggerTask,verifyPegPrices,Feb_15_18_04_43
 Sell Price 0.004093
Buy Price  0.00405633,INFO,com.nubits.nubot.tasks.PriceMonitorTriggerTask,computeNewPrices,Feb_15_18_04_43
Strategy received a price change notification.,WARNING,com.nubits.nubot.tasks.StrategySecondaryPegTask,notifyPriceChanged,Feb_15_18_04_43
Sun Feb 15 18:04:43 UTC 2015 coinbase btc 245.42 USD 0.004093 0.00405633 { feed : coinbase - price : 245.42}  { feed : bitcoinaverage - price : 244.57}  { feed : blockchain - price : 244.97}  { feed : btce - price : 241.533}  
,WARNING,com.nubits.nubot.tasks.PriceMonitorTriggerTask,computeNewPrices,Feb_15_18_04_43
Walls needs to be shifted,INFO,com.nubits.nubot.tasks.PriceMonitorTriggerTask,verifyPegPrices,Feb_15_18_05_45
 Sell Price 0.00410052
Buy Price  0.00406378,INFO,com.nubits.nubot.tasks.PriceMonitorTriggerTask,computeNewPrices,Feb_15_18_05_45
Strategy received a price change notification.,WARNING,com.nubits.nubot.tasks.StrategySecondaryPegTask,notifyPriceChanged,Feb_15_18_05_45
Sun Feb 15 18:05:45 UTC 2015 coinbase btc 244.97 USD 0.00410052 0.00406378 { feed : coinbase - price : 244.97}  { feed : bitcoinaverage - price : 244.51}  { feed : blockchain - price : 244.97}  { feed : btce - price : 241.213}  
,WARNING,com.nubits.nubot.tasks.PriceMonitorTriggerTask,computeNewPrices,Feb_15_18_05_45
sending Liquidity Info :
3341.1582215199996
13408.44197144
{"submitted":true},INFO,com.nubits.nubot.tasks.SendLiquidityinfoTask,sendLiquidityInfo,Feb_15_18_05_53
Walls needs to be shifted,INFO,com.nubits.nubot.tasks.PriceMonitorTriggerTask,verifyPegPrices,Feb_15_18_07_46
 Sell Price 0.00409167
Buy Price  0.00405501,INFO,com.nubits.nubot.tasks.PriceMonitorTriggerTask,computeNewPrices,Feb_15_18_07_46
Strategy received a price change notification.,WARNING,com.nubits.nubot.tasks.StrategySecondaryPegTask,notifyPriceChanged,Feb_15_18_07_46
Sun Feb 15 18:07:46 UTC 2015 coinbase btc 245.5 USD 0.00409167 0.00405501 { feed : coinbase - price : 245.5}  { feed : bitcoinaverage - price : 244.64}  { feed : blockchain - price : 244.97}  { feed : btce - price : 241.23}  
,WARNING,com.nubits.nubot.tasks.PriceMonitorTriggerTask,computeNewPrices,Feb_15_18_07_46
sending Liquidity Info :
3341.1582215199996
13408.44197144
{"submitted":true},INFO,com.nubits.nubot.tasks.SendLiquidityinfoTask,sendLiquidityInfo,Feb_15_18_08_54
sending Liquidity Info :
3341.1582215199996
13408.44197144
{"submitted":true},INFO,com.nubits.nubot.tasks.SendLiquidityinfoTask,sendLiquidityInfo,Feb_15_18_11_55
Walls needs to be shifted,INFO,com.nubits.nubot.tasks.PriceMonitorTriggerTask,verifyPegPrices,Feb_15_18_14_53
 Sell Price 0.00409768
Buy Price  0.00406097,INFO,com.nubits.nubot.tasks.PriceMonitorTriggerTask,computeNewPrices,Feb_15_18_14_53
Strategy received a price change notification.,WARNING,com.nubits.nubot.tasks.StrategySecondaryPegTask,notifyPriceChanged,Feb_15_18_14_53
Sun Feb 15 18:14:53 UTC 2015 coinbase btc 245.14 USD 0.00409768 0.00406097 { feed : coinbase - price : 245.14}  { feed : bitcoinaverage - price : 244.48}  { feed : blockchain - price : 243.99}  { feed : btce - price : 241.0}  
,WARNING,com.nubits.nubot.tasks.PriceMonitorTriggerTask,computeNewPrices,Feb_15_18_14_53
sending Liquidity Info :
3341.1582215199996
13408.44197144
{"submitted":true},INFO,com.nubits.nubot.tasks.SendLiquidityinfoTask,sendLiquidityInfo,Feb_15_18_14_57
Walls needs to be shifted,INFO,com.nubits.nubot.tasks.PriceMonitorTriggerTask,verifyPegPrices,Feb_15_18_15_55
 Sell Price 0.00410673
Buy Price  0.00406993,INFO,com.nubits.nubot.tasks.PriceMonitorTriggerTask,computeNewPrices,Feb_15_18_15_55
Strategy received a price change notification.,WARNING,com.nubits.nubot.tasks.StrategySecondaryPegTask,notifyPriceChanged,Feb_15_18_15_55
Sun Feb 15 18:15:55 UTC 2015 coinbase btc 244.6 USD 0.00410673 0.00406993 { feed : coinbase - price : 244.6}  { feed : bitcoinaverage - price : 244.43}  { feed : blockchain - price : 243.99}  { feed : btce - price : 241.533}  
,WARNING,com.nubits.nubot.tasks.PriceMonitorTriggerTask,computeNewPrices,Feb_15_18_15_55
